"Day","Items","Note","Amount"
"77","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","1000"
"77","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","1000"
"77","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","1000"
"77","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","1000"
"77","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","1000"
"77","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","1000"
"77","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","1000"
"77","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","1000"
"77","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","1000"
"77","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","1000"
"77","Marketing Expense","Cash Payment - Marketing - Miami - Mouthwash","1000"
"77","Marketing Expense","Cash Payment - Marketing - Miami - Body Wash","1000"
"77","Marketing Expense","Cash Payment - Marketing - Miami - Shampoo","1000"
"77","Marketing Expense","Cash Payment - Marketing - San Francisco - Mouthwash","1000"
"77","Marketing Expense","Cash Payment - Marketing - San Francisco - Body Wash","1000"
"77","Marketing Expense","Cash Payment - Marketing - San Francisco - Shampoo","1000"
"77","Salary Expense","Cash Payment - Salary Expense","23679"
"77","Rental Expense","Cash Payment - RentalLos Angeles","2160"
"77","Rental Expense","Cash Payment - RentalDetroit","1800"
"77","Overflow Expense - Retail","Cash Payment - Overflow Fee New York","560"
"77","Rental Expense","Cash Payment - RentalNew York","5360"
"77","Overflow Expense - Retail","Cash Payment - Overflow Fee Chicago","1800"
"77","Rental Expense","Cash Payment - RentalChicago","2960"
"77","Overflow Expense - Retail","Cash Payment - Overflow Fee Washington, D.C.","5644"
"77","Rental Expense","Cash Payment - RentalWashington, D.C.","4880"
"77","Overflow Expense - Retail","Cash Payment - Overflow Fee Miami","155"
"77","Rental Expense","Cash Payment - RentalMiami","2240"
"77","Rental Expense","Cash Payment - RentalSan Francisco","4480"
"76","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","1000"
"76","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","1000"
"76","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","1000"
"76","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","1000"
"76","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","1000"
"76","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","1000"
"76","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","1000"
"76","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","1000"
"76","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","1000"
"76","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","1000"
"76","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","1000"
"76","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","1000"
"76","Marketing Expense","Cash Payment - Marketing - Miami - Mouthwash","1000"
"76","Marketing Expense","Cash Payment - Marketing - Miami - Body Wash","1000"
"76","Marketing Expense","Cash Payment - Marketing - Miami - Shampoo","1000"
"76","Marketing Expense","Cash Payment - Marketing - San Francisco - Mouthwash","1000"
"76","Marketing Expense","Cash Payment - Marketing - San Francisco - Body Wash","1000"
"76","Marketing Expense","Cash Payment - Marketing - San Francisco - Shampoo","1000"
"76","Salary Expense","Cash Payment - Salary Expense","24029"
"76","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 11741","400"
"76","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 11760","300"
"76","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 11909","200"
"76","Overflow Expense - Retail","Cash Payment - Overflow Fee Los Angeles","64"
"76","Rental Expense","Cash Payment - RentalLos Angeles","2160"
"76","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","436"
"76","Rental Expense","Cash Payment - RentalDetroit","1800"
"76","Overflow Expense - Retail","Cash Payment - Overflow Fee New York","840"
"76","Rental Expense","Cash Payment - RentalNew York","5360"
"76","Overflow Expense - Retail","Cash Payment - Overflow Fee Chicago","1880"
"76","Rental Expense","Cash Payment - RentalChicago","2960"
"76","Overflow Expense - Retail","Cash Payment - Overflow Fee Washington, D.C.","5644"
"76","Rental Expense","Cash Payment - RentalWashington, D.C.","4880"
"76","Overflow Expense - Retail","Cash Payment - Overflow Fee Miami","155"
"76","Rental Expense","Cash Payment - RentalMiami","2240"
"76","Rental Expense","Cash Payment - RentalSan Francisco","4480"
"75","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","1000"
"75","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","1000"
"75","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","1000"
"75","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","1000"
"75","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","1000"
"75","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","1000"
"75","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","1000"
"75","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","1000"
"75","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","1000"
"75","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","1000"
"75","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","1000"
"75","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","1000"
"75","Marketing Expense","Cash Payment - Marketing - Miami - Mouthwash","1000"
"75","Marketing Expense","Cash Payment - Marketing - Miami - Body Wash","1000"
"75","Marketing Expense","Cash Payment - Marketing - Miami - Shampoo","1000"
"75","Marketing Expense","Cash Payment - Marketing - San Francisco - Mouthwash","1000"
"75","Marketing Expense","Cash Payment - Marketing - San Francisco - Body Wash","1000"
"75","Marketing Expense","Cash Payment - Marketing - San Francisco - Shampoo","1000"
"75","Salary Expense","Cash Payment - Salary Expense","24029"
"75","Overflow Expense - Retail","Cash Payment - Overflow Fee Los Angeles","672"
"75","Rental Expense","Cash Payment - RentalLos Angeles","2160"
"75","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","560"
"75","Rental Expense","Cash Payment - RentalDetroit","1800"
"75","Overflow Expense - Retail","Cash Payment - Overflow Fee New York","1050"
"75","Rental Expense","Cash Payment - RentalNew York","5360"
"75","Overflow Expense - Retail","Cash Payment - Overflow Fee Chicago","2160"
"75","Rental Expense","Cash Payment - RentalChicago","2960"
"75","Overflow Expense - Retail","Cash Payment - Overflow Fee Washington, D.C.","7888"
"75","Rental Expense","Cash Payment - RentalWashington, D.C.","4880"
"75","Overflow Expense - Retail","Cash Payment - Overflow Fee Miami","279"
"75","Rental Expense","Cash Payment - RentalMiami","2240"
"75","Rental Expense","Cash Payment - RentalSan Francisco","4480"
"74","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","1000"
"74","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","1000"
"74","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","1000"
"74","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","1000"
"74","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","1000"
"74","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","1000"
"74","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","1000"
"74","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","1000"
"74","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","1000"
"74","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","1000"
"74","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","1000"
"74","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","1000"
"74","Marketing Expense","Cash Payment - Marketing - Miami - Mouthwash","1000"
"74","Marketing Expense","Cash Payment - Marketing - Miami - Body Wash","1000"
"74","Marketing Expense","Cash Payment - Marketing - Miami - Shampoo","1000"
"74","Marketing Expense","Cash Payment - Marketing - San Francisco - Mouthwash","1000"
"74","Marketing Expense","Cash Payment - Marketing - San Francisco - Body Wash","1000"
"74","Marketing Expense","Cash Payment - Marketing - San Francisco - Shampoo","1000"
"74","Salary Expense","Cash Payment - Salary Expense","24520"
"74","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 11561","300"
"74","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 11545","500"
"74","Overflow Expense - Retail","Cash Payment - Overflow Fee Los Angeles","768"
"74","Rental Expense","Cash Payment - RentalLos Angeles","2160"
"74","Rental Expense","Cash Payment - RentalDetroit","1800"
"74","Overflow Expense - Retail","Cash Payment - Overflow Fee New York","1190"
"74","Rental Expense","Cash Payment - RentalNew York","5360"
"74","Overflow Expense - Retail","Cash Payment - Overflow Fee Chicago","2200"
"74","Rental Expense","Cash Payment - RentalChicago","2960"
"74","Overflow Expense - Retail","Cash Payment - Overflow Fee Washington, D.C.","7888"
"74","Rental Expense","Cash Payment - RentalWashington, D.C.","4880"
"74","Overflow Expense - Retail","Cash Payment - Overflow Fee Miami","279"
"74","Rental Expense","Cash Payment - RentalMiami","2240"
"74","Overflow Expense - Retail","Cash Payment - Overflow Fee San Francisco","118"
"74","Rental Expense","Cash Payment - RentalSan Francisco","4480"
"73","Human Resource Expense","Cash Payment - Staff Recruiting","15000"
"73","Human Resource Expense","Cash Payment - Staff Recruiting","15000"
"73","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","1000"
"73","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","1000"
"73","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","1000"
"73","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","1000"
"73","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","1000"
"73","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","1000"
"73","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","1000"
"73","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","1000"
"73","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","1000"
"73","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","1000"
"73","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","1000"
"73","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","1000"
"73","Marketing Expense","Cash Payment - Marketing - Miami - Mouthwash","1000"
"73","Marketing Expense","Cash Payment - Marketing - Miami - Body Wash","1000"
"73","Marketing Expense","Cash Payment - Marketing - Miami - Shampoo","1000"
"73","Marketing Expense","Cash Payment - Marketing - San Francisco - Mouthwash","1000"
"73","Marketing Expense","Cash Payment - Marketing - San Francisco - Body Wash","1000"
"73","Marketing Expense","Cash Payment - Marketing - San Francisco - Shampoo","1000"
"73","Salary Expense","Cash Payment - Salary Expense","24520"
"73","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 11003","300"
"73","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 10997","200"
"73","Overflow Expense - Retail","Cash Payment - Overflow Fee Los Angeles","864"
"73","Rental Expense","Cash Payment - RentalLos Angeles","2160"
"73","Rental Expense","Cash Payment - RentalDetroit","1800"
"73","Overflow Expense - Retail","Cash Payment - Overflow Fee New York","1400"
"73","Rental Expense","Cash Payment - RentalNew York","5360"
"73","Overflow Expense - Retail","Cash Payment - Overflow Fee Chicago","2320"
"73","Rental Expense","Cash Payment - RentalChicago","2960"
"73","Overflow Expense - Retail","Cash Payment - Overflow Fee Washington, D.C.","7888"
"73","Rental Expense","Cash Payment - RentalWashington, D.C.","4880"
"73","Overflow Expense - Retail","Cash Payment - Overflow Fee Miami","310"
"73","Rental Expense","Cash Payment - RentalMiami","2240"
"73","Overflow Expense - Retail","Cash Payment - Overflow Fee San Francisco","118"
"73","Rental Expense","Cash Payment - RentalSan Francisco","4480"
"72","Human Resource Expense","Counselled","2000"
"72","Human Resource Expense","Cash Payment - Staff Recruiting","15000"
"72","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","1000"
"72","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","1000"
"72","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","1000"
"72","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","1000"
"72","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","1000"
"72","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","1000"
"72","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","1000"
"72","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","1000"
"72","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","1000"
"72","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","1000"
"72","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","1000"
"72","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","1000"
"72","Marketing Expense","Cash Payment - Marketing - Miami - Mouthwash","1000"
"72","Marketing Expense","Cash Payment - Marketing - Miami - Body Wash","1000"
"72","Marketing Expense","Cash Payment - Marketing - Miami - Shampoo","1000"
"72","Marketing Expense","Cash Payment - Marketing - San Francisco - Mouthwash","1000"
"72","Marketing Expense","Cash Payment - Marketing - San Francisco - Body Wash","1000"
"72","Marketing Expense","Cash Payment - Marketing - San Francisco - Shampoo","1000"
"72","Salary Expense","Cash Payment - Salary Expense","24140"
"72","Overflow Expense - Retail","Cash Payment - Overflow Fee Los Angeles","928"
"72","Rental Expense","Cash Payment - RentalLos Angeles","2160"
"72","Rental Expense","Cash Payment - RentalDetroit","1800"
"72","Overflow Expense - Retail","Cash Payment - Overflow Fee New York","1680"
"72","Rental Expense","Cash Payment - RentalNew York","5360"
"72","Overflow Expense - Retail","Cash Payment - Overflow Fee Chicago","2320"
"72","Rental Expense","Cash Payment - RentalChicago","2960"
"72","Overflow Expense - Retail","Cash Payment - Overflow Fee Washington, D.C.","7888"
"72","Rental Expense","Cash Payment - RentalWashington, D.C.","4880"
"72","Overflow Expense - Retail","Cash Payment - Overflow Fee Miami","310"
"72","Rental Expense","Cash Payment - RentalMiami","2240"
"72","Overflow Expense - Retail","Cash Payment - Overflow Fee San Francisco","118"
"72","Rental Expense","Cash Payment - RentalSan Francisco","4480"
"71","Human Resource Expense","Counselled","2000"
"71","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","1000"
"71","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","1000"
"71","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","1000"
"71","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","1000"
"71","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","1000"
"71","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","1000"
"71","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","1000"
"71","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","1000"
"71","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","1000"
"71","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","1000"
"71","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","1000"
"71","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","1000"
"71","Marketing Expense","Cash Payment - Marketing - Miami - Mouthwash","1000"
"71","Marketing Expense","Cash Payment - Marketing - Miami - Body Wash","1000"
"71","Marketing Expense","Cash Payment - Marketing - Miami - Shampoo","1000"
"71","Marketing Expense","Cash Payment - Marketing - San Francisco - Mouthwash","1000"
"71","Marketing Expense","Cash Payment - Marketing - San Francisco - Body Wash","1000"
"71","Marketing Expense","Cash Payment - Marketing - San Francisco - Shampoo","1000"
"71","Salary Expense","Cash Payment - Salary Expense","24556"
"71","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 10613","300"
"71","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 10631","400"
"71","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 10789","400"
"71","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 10812","200"
"71","Overflow Expense - Retail","Cash Payment - Overflow Fee Los Angeles","1024"
"71","Rental Expense","Cash Payment - RentalLos Angeles","2160"
"71","Rental Expense","Cash Payment - RentalDetroit","1800"
"71","Rental Expense","Cash Payment - RentalNew York","5360"
"71","Overflow Expense - Retail","Cash Payment - Overflow Fee Chicago","2400"
"71","Rental Expense","Cash Payment - RentalChicago","2960"
"71","Rental Expense","Cash Payment - RentalWashington, D.C.","4880"
"71","Overflow Expense - Retail","Cash Payment - Overflow Fee Miami","310"
"71","Rental Expense","Cash Payment - RentalMiami","2240"
"71","Overflow Expense - Retail","Cash Payment - Overflow Fee San Francisco","236"
"71","Rental Expense","Cash Payment - RentalSan Francisco","4480"
"70","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","1000"
"70","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","1000"
"70","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","1000"
"70","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","1000"
"70","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","1000"
"70","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","1000"
"70","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","1000"
"70","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","1000"
"70","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","1000"
"70","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","1000"
"70","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","1000"
"70","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","1000"
"70","Marketing Expense","Cash Payment - Marketing - Miami - Mouthwash","1000"
"70","Marketing Expense","Cash Payment - Marketing - Miami - Body Wash","1000"
"70","Marketing Expense","Cash Payment - Marketing - Miami - Shampoo","1000"
"70","Marketing Expense","Cash Payment - Marketing - San Francisco - Mouthwash","1000"
"70","Marketing Expense","Cash Payment - Marketing - San Francisco - Body Wash","1000"
"70","Marketing Expense","Cash Payment - Marketing - San Francisco - Shampoo","1000"
"70","Salary Expense","Cash Payment - Salary Expense","24556"
"70","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 10596","300"
"70","Overflow Expense - Retail","Cash Payment - Overflow Fee Los Angeles","1120"
"70","Rental Expense","Cash Payment - RentalLos Angeles","2160"
"70","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","516"
"70","Rental Expense","Cash Payment - RentalDetroit","1800"
"70","Rental Expense","Cash Payment - RentalNew York","5360"
"70","Rental Expense","Cash Payment - RentalChicago","2960"
"70","Rental Expense","Cash Payment - RentalWashington, D.C.","4880"
"70","Overflow Expense - Retail","Cash Payment - Overflow Fee Miami","310"
"70","Rental Expense","Cash Payment - RentalMiami","2240"
"70","Overflow Expense - Retail","Cash Payment - Overflow Fee San Francisco","354"
"70","Rental Expense","Cash Payment - RentalSan Francisco","4480"
"69","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","1000"
"69","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","1000"
"69","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","1000"
"69","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","1000"
"69","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","1000"
"69","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","1000"
"69","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","1000"
"69","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","1000"
"69","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","1000"
"69","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","1000"
"69","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","1000"
"69","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","1000"
"69","Marketing Expense","Cash Payment - Marketing - Miami - Mouthwash","1000"
"69","Marketing Expense","Cash Payment - Marketing - Miami - Body Wash","1000"
"69","Marketing Expense","Cash Payment - Marketing - Miami - Shampoo","1000"
"69","Marketing Expense","Cash Payment - Marketing - San Francisco - Mouthwash","1000"
"69","Marketing Expense","Cash Payment - Marketing - San Francisco - Body Wash","1000"
"69","Marketing Expense","Cash Payment - Marketing - San Francisco - Shampoo","1000"
"69","Salary Expense","Cash Payment - Salary Expense","23613"
"69","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 10414","200"
"69","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 10581","300"
"69","Rental Expense","Cash Payment - RentalLos Angeles","2160"
"69","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","584"
"69","Rental Expense","Cash Payment - RentalDetroit","1800"
"69","Rental Expense","Cash Payment - RentalNew York","5360"
"69","Rental Expense","Cash Payment - RentalChicago","2960"
"69","Rental Expense","Cash Payment - RentalWashington, D.C.","4880"
"69","Overflow Expense - Retail","Cash Payment - Overflow Fee Miami","310"
"69","Rental Expense","Cash Payment - RentalMiami","2240"
"69","Overflow Expense - Retail","Cash Payment - Overflow Fee San Francisco","472"
"69","Rental Expense","Cash Payment - RentalSan Francisco","4480"
"68","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","1000"
"68","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","1000"
"68","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","1000"
"68","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","1000"
"68","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","1000"
"68","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","1000"
"68","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","1000"
"68","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","1000"
"68","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","1000"
"68","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","1000"
"68","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","1000"
"68","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","1000"
"68","Marketing Expense","Cash Payment - Marketing - Miami - Mouthwash","1000"
"68","Marketing Expense","Cash Payment - Marketing - Miami - Body Wash","1000"
"68","Marketing Expense","Cash Payment - Marketing - Miami - Shampoo","1000"
"68","Marketing Expense","Cash Payment - Marketing - San Francisco - Mouthwash","1000"
"68","Marketing Expense","Cash Payment - Marketing - San Francisco - Body Wash","1000"
"68","Marketing Expense","Cash Payment - Marketing - San Francisco - Shampoo","1000"
"68","Salary Expense","Cash Payment - Salary Expense","23613"
"68","Rental Expense","Cash Payment - RentalLos Angeles","2160"
"68","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","716"
"68","Rental Expense","Cash Payment - RentalDetroit","1800"
"68","Overflow Expense - Retail","Cash Payment - Overflow Fee New York","70"
"68","Rental Expense","Cash Payment - RentalNew York","5360"
"68","Rental Expense","Cash Payment - RentalChicago","2960"
"68","Rental Expense","Cash Payment - RentalWashington, D.C.","4880"
"68","Overflow Expense - Retail","Cash Payment - Overflow Fee Miami","310"
"68","Rental Expense","Cash Payment - RentalMiami","2240"
"68","Overflow Expense - Retail","Cash Payment - Overflow Fee San Francisco","590"
"68","Rental Expense","Cash Payment - RentalSan Francisco","4480"
"67","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","1000"
"67","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","1000"
"67","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","1000"
"67","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","1000"
"67","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","1000"
"67","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","1000"
"67","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","1000"
"67","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","1000"
"67","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","1000"
"67","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","1000"
"67","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","1000"
"67","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","1000"
"67","Marketing Expense","Cash Payment - Marketing - Miami - Mouthwash","1000"
"67","Marketing Expense","Cash Payment - Marketing - Miami - Body Wash","1000"
"67","Marketing Expense","Cash Payment - Marketing - Miami - Shampoo","1000"
"67","Marketing Expense","Cash Payment - Marketing - San Francisco - Mouthwash","1000"
"67","Marketing Expense","Cash Payment - Marketing - San Francisco - Body Wash","1000"
"67","Marketing Expense","Cash Payment - Marketing - San Francisco - Shampoo","1000"
"67","Salary Expense","Cash Payment - Salary Expense","23613"
"67","Rental Expense","Cash Payment - RentalLos Angeles","2160"
"67","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","1024"
"67","Rental Expense","Cash Payment - RentalDetroit","1800"
"67","Overflow Expense - Retail","Cash Payment - Overflow Fee New York","280"
"67","Rental Expense","Cash Payment - RentalNew York","5360"
"67","Rental Expense","Cash Payment - RentalChicago","2960"
"67","Rental Expense","Cash Payment - RentalWashington, D.C.","4880"
"67","Overflow Expense - Retail","Cash Payment - Overflow Fee Miami","341"
"67","Rental Expense","Cash Payment - RentalMiami","2240"
"67","Overflow Expense - Retail","Cash Payment - Overflow Fee San Francisco","708"
"67","Rental Expense","Cash Payment - RentalSan Francisco","4480"
"66","Human Resource Expense","Counselled","2000"
"66","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","1000"
"66","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","1000"
"66","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","1000"
"66","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","1000"
"66","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","1000"
"66","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","1000"
"66","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","1000"
"66","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","1000"
"66","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","1000"
"66","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","1000"
"66","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","1000"
"66","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","1000"
"66","Marketing Expense","Cash Payment - Marketing - Miami - Mouthwash","1000"
"66","Marketing Expense","Cash Payment - Marketing - Miami - Body Wash","1000"
"66","Marketing Expense","Cash Payment - Marketing - Miami - Shampoo","1000"
"66","Marketing Expense","Cash Payment - Marketing - San Francisco - Mouthwash","1000"
"66","Marketing Expense","Cash Payment - Marketing - San Francisco - Body Wash","1000"
"66","Marketing Expense","Cash Payment - Marketing - San Francisco - Shampoo","1000"
"66","Salary Expense","Cash Payment - Salary Expense","23613"
"66","Rental Expense","Cash Payment - RentalLos Angeles","2160"
"66","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","1128"
"66","Rental Expense","Cash Payment - RentalDetroit","1800"
"66","Rental Expense","Cash Payment - RentalNew York","5360"
"66","Rental Expense","Cash Payment - RentalChicago","2960"
"66","Overflow Expense - Retail","Cash Payment - Overflow Fee Washington, D.C.","68"
"66","Rental Expense","Cash Payment - RentalWashington, D.C.","4880"
"66","Overflow Expense - Retail","Cash Payment - Overflow Fee Miami","341"
